#,Word 1,Word 2,Pos,Frq,Type,Level,s1,r1,s2,r2,s3,r3,s4,r4,s5,r5,s6,r6,s7,r7,s8,r8,s9,r9,s10,r10,s11,r11
1414,turg'iz,yotqiz,VERB,33,ant,med,0,8,0,9,1,9,1,9,0,6,2,9,1,8,1,6,0,7,1,9,1,9
1415,buzdir,qurdir,VERB,17,ant,med,0,9,0,9,1,9,0,9,0,8,0,2,1,9,1,7,0,8,2,7,1,9
1416,g'amlan,sarflan,VERB,17,ant,oov,1,10,0,8,1,7,0,6,0,7,0,8,2,7,0,6,0,5,2,6,6,8
1417,toraytir,kengaytir,VERB,17,ant,med,3,9,0,8,0,9,0,7,0,8,2,10,1,8,0,10,2,9,2,7,3,8
1418,mushkullashtir,yengillashtir,VERB,10,ant,med,0,8,0,9,0,9,0,8,0,9,0,9,1,8,1,6,0,10,2,8,1,8
1419,yo'g'onlash,yupqalash,VERB,10,ant,med,4,5,0,8,1,7,0,6,0,7,0,2,1,6,0,3,1,6,1,6,6,9
1420,sekinlat,tezlat,VERB,9,ant,med,0,9,1,9,0,8,0,9,0,8,2,9,1,10,1,10,0,10,2,6,1,9
1421,unit,yodla,VERB,9,ant,med,0,0,1,8,0,7,0,7,2,8,2,9,2,9,1,9,0,9,2,6,1,9
1422,balandlat,pastlat,VERB,8,ant,med,0,9,0,7,0,7,0,9,1,8,1,9,1,6,0,10,0,7,2,7,1,8
1424,sustlashtir,jadallashtir,VERB,6,ant,med,2,10,0,9,1,8,0,9,1,8,2,9,1,10,1,7,0,9,6,4,1,8
1425,chaqqonlash,sekinlash,VERB,5,ant,low,0,9,1,8,0,7,0,9,2,8,0,2,2,8,1,6,0,6,8,8,1,9
1426,yoptir,ochtir,VERB,3,ant,low,1,8,1,8,0,7,0,7,0,8,1,9,1,7,0,10,0,6,2,7,6,6
1427,ozaytir,ko'paytir,VERB,2,ant,low,2,9,1,9,0,8,0,9,0,9,2,10,0,2,1,10,0,8,8,8,1,9
1428,ozdir,semirtir,VERB,1,ant,low,0,9,0,8,1,7,0,7,0,8,1,9,2,10,1,6,0,9,2,8,1,8
1429,suyuqlantir,quyuqlantir,VERB,1,ant,oov,2,10,1,9,1,8,0,8,2,8,1,9,2,9,1,10,0,8,6,7,1,9
1430,o'simlik,gul,NOUN,3182,hyp,high,5,9,5,9,4,7,6,7,4,6,4,8,8,10,3,8,3,5,2,9,2,9
1431,qurilma,bino,NOUN,3167,hyp,high,4,6,7,8,6,7,3,5,4,6,2,4,1,3,1,3,2,5,2,6,6,8
1432,lavozim,direktor,NOUN,2891,hyp,high,2,5,3,7,3,7,4,6,3,6,2,10,3,5,3,7,1,4,6,5,6,9
1317,behol,bardam,ADJ,9,ant,med,1,9,1,9,1,6,1,9,1,8,2,10,4,5,1,9,0,7,8,10,1,9
1423,ochtir,berkit,VERB,7,ant,med,0,8,0,9,1,8,0,7,0,9,2,8,2,8,0,10,0,7,1,9,1,8
1433,daraxt,qarag'ay,NOUN,2519,hyp,high,6,9,2,7,5,9,4,7,6,7,5,8,3,6,4,9,4,5,5,7,2,8
1434,honadon,yotoqxona,NOUN,2513,hyp,oov2,3,6,6,7,6,8,6,7,4,7,4,7,3,5,3,6,4,5,8,9,2,8
1435,ichimlik,suv,NOUN,2063,hyp,high,7,8,9,10,5,9,4,8,3,8,3,8,2,8,4,9,6,6,8,10,6,10
1436,organizm,hujayra,NOUN,1890,hyp,high,5,8,7,8,7,9,7,9,6,8,5,5,4,5,6,10,4,5,4,8,3,8
1437,kayfiyat,xomush,NOUN,1851,hyp,high,6,9,3,8,4,7,5,7,3,9,3,6,2,10,2,6,2,7,2,3,3,7
1438,yoshlik,o'spirin,NOUN,1640,hyp,high,7,8,8,10,7,8,7,8,9,8,6,8,6,8,4,9,7,8,8,6,6,6
1439,valyuta,so'm,NOUN,1606,hyp,high,4,9,4,9,4,8,4,8,3,8,2,9,2,10,2,7,2,5,2,6,3,8
1440,libos,ko'ylak,NOUN,1536,hyp,high,4,9,8,9,4,7,6,8,6,8,8,9,10,10,4,9,3,7,8,6,9,9
1441,sarmoya,pul,NOUN,1535,hyp,high,6,10,5,7,5,8,3,5,6,9,3,9,3,5,3,8,2,6,6,8,3,6
1442,timsol,gerb,NOUN,1425,hyp,high,4,6,6,9,6,7,6,8,8,8,6,9,6,8,6,8,6,7,8,9,4,6
1443,avtobus,mashina,NOUN,1376,hyp,high,9,10,5,7,6,9,9,9,7,8,4,10,3,7,9,10,9,9,8,8,4,8
1444,asbob,kalit,NOUN,1288,hyp,high,3,9,3,5,5,5,3,6,2,8,3,4,3,5,3,7,2,6,2,2,3,5
1445,to'qimachilik,sanoat,NOUN,1134,hyp,high,4,9,3,8,5,8,4,7,2,6,5,5,2,10,2,6,2,6,2,10,6,8
1446,km,masofa,NOUN,1130,hyp,high,4,8,3,7,3,6,2,8,4,8,8,10,2,7,2,6,3,5,8,8,4,6
1447,chorvachilik,xo'jalik,NOUN,1117,hyp,high,2,5,4,9,6,6,3,7,3,8,6,9,3,8,1,8,0,4,7,8,6,8
1448,sayyora,yer,NOUN,989,hyp,high,5,7,6,7,5,7,6,8,5,9,6,10,4,6,4,9,4,8,3,7,1,9
1449,tomir,arteriya,NOUN,935,hyp,high,6,9,4,8,4,10,6,8,5,8,1,8,4,6,6,9,4,8,0,7,5,9
1450,yoqilg'i,neft,NOUN,876,hyp,high,5,9,6,7,5,8,5,8,8,9,4,8,6,8,6,10,4,9,3,6,6,6
1451,idish,tovoq,NOUN,842,hyp,high,6,9,7,8,7,8,8,9,7,9,2,8,6,7,9,10,9,10,7,9,7,8
1452,fasl,bahor,NOUN,710,hyp,high,6,9,5,6,5,8,4,8,5,7,5,10,4,6,3,6,3,6,3,6,6,9
1453,avtomashina,transport,NOUN,678,hyp,high,7,10,4,10,6,7,9,10,8,10,7,9,8,9,7,8,7,9,8,9,6,8
1454,voleybol,sport,NOUN,544,hyp,high,2,7,4,8,4,6,5,7,5,8,2,8,3,6,4,8,6,7,4,6,6,9
1455,jinoyatchilik,qotillik,NOUN,533,hyp,high,7,9,5,8,6,7,4,9,6,8,7,8,6,10,4,9,5,7,8,8,8,9
1456,opera,teatr,NOUN,532,hyp,high,3,10,4,7,5,9,3,9,3,9,7,8,2,9,2,10,1,6,6,8,7,8
1457,eksponat,qo'lyozma,NOUN,512,hyp,high,3,5,4,7,3,8,3,7,3,7,3,3,3,6,2,7,2,6,7,8,3,5
1458,ko'zgu,shisha,NOUN,464,hyp,high,3,7,4,8,4,8,3,7,6,10,2,5,4,5,3,9,4,6,6,8,6,6
1459,deraza,oyna,NOUN,438,hyp,high,9,10,4,9,5,8,8,9,3,8,9,10,10,10,7,10,3,6,4,7,6,8
1460,iymon,taqvo,NOUN,428,hyp,high,3,5,4,7,6,7,4,7,5,8,7,8,3,5,6,9,3,5,6,8,6,7
1461,trillion,son,NOUN,418,hyp,high,4,9,4,6,5,7,5,9,6,7,6,10,4,5,6,8,2,6,3,7,1,8
1462,qarorgoh,qasr,NOUN,405,hyp,high,4,8,7,9,6,7,6,8,5,7,7,8,2,4,2,4,2,7,2,5,4,5
1463,jonivor,ot,NOUN,402,hyp,high,4,9,5,7,4,6,5,8,4,6,4,9,3,6,3,8,4,5,2,8,1,7
1464,poyezd,transport,NOUN,401,hyp,high,5,8,4,10,5,9,5,8,5,9,3,10,4,8,8,10,6,9,8,6,3,9
1465,saraton,kasallik,NOUN,394,hyp,high,5,9,5,7,5,8,5,8,2,8,4,10,2,9,3,9,4,5,2,8,4,8
1466,sichqon,kemiruvchi,NOUN,390,hyp,high,4,9,3,9,6,8,8,8,6,9,7,9,5,8,3,9,6,9,8,6,7,9
1467,ramazon,oy,NOUN,375,hyp,high,5,8,5,7,4,8,4,8,6,8,1,8,3,5,3,7,4,5,6,6,3,9
1468,yong'oq,daraxt,NOUN,360,hyp,high,3,8,1,7,4,8,5,8,5,9,1,9,4,8,4,9,4,5,2,8,4,7
1469,astronomiya,fan,NOUN,347,hyp,high,3,8,4,10,5,8,4,8,2,8,1,8,5,7,4,9,4,6,2,8,1,9
1470,kulolchilik,hunar,NOUN,347,hyp,high,3,7,5,8,4,7,5,7,2,8,3,5,4,9,6,9,4,6,2,6,3,8
1471,po'lat,metal,NOUN,343,hyp,high,3,7,7,8,5,9,6,7,4,9,4,10,5,9,4,9,3,5,3,7,3,9
1472,guruch,don,NOUN,341,hyp,high,5,7,6,7,4,7,6,7,4,6,4,8,3,6,4,9,4,5,3,5,6,8
1473,gimnastikachi,sportchi,NOUN,339,hyp,high,4,8,5,8,3,9,5,8,4,9,6,10,5,8,5,9,4,6,6,8,3,8
1474,kunduzgi,vaqt,NOUN,335,hyp,high,4,9,8,10,7,9,3,6,5,8,1,7,3,6,3,7,4,5,7,6,4,6
1475,insho,matn,NOUN,325,hyp,high,2,6,3,8,4,6,3,7,4,6,5,7,2,7,5,7,4,5,4,6,3,8
1476,diabet,kasallik,NOUN,324,hyp,high,3,6,3,9,4,8,3,8,5,8,2,9,8,10,5,8,4,8,7,8,1,9
1477,kashtachilik,tikuvchilik,NOUN,323,hyp,high,4,9,6,9,6,8,6,9,2,8,7,9,3,6,5,9,4,6,6,7,6,8
1478,geologiya,fan,NOUN,317,hyp,high,2,8,4,7,4,7,4,8,6,8,4,8,2,10,4,8,4,8,8,9,6,5
1480,pomidor,sabzovot,NOUN,312,hyp,high,5,8,6,6,5,8,4,8,2,8,2,9,4,6,5,9,4,7,8,8,4,6
1481,muovin,lavozim,NOUN,297,hyp,high,3,6,4,7,4,7,3,7,3,8,1,9,3,5,2,6,3,5,0,2,4,7
1482,musiqachi,san'atkor,NOUN,293,hyp,high,6,9,6,8,5,8,5,7,6,8,8,9,6,8,3,7,6,7,8,8,6,8
1483,sumalak,taom,NOUN,293,hyp,high,4,6,6,8,4,5,4,7,5,8,1,8,4,6,4,8,3,5,4,7,1,8
1484,qirg'iz,millat,NOUN,292,hyp,high,4,10,2,8,4,9,5,7,5,8,3,5,4,8,3,8,3,5,0,8,1,8
1485,buyrak,organizm,NOUN,289,hyp,high,2,5,6,9,4,5,5,8,4,6,5,10,4,6,3,7,4,5,5,6,4,6
1486,archa,daraxt,NOUN,282,hyp,high,3,6,5,8,4,7,5,7,6,8,1,8,4,8,4,8,4,5,4,7,6,9
1487,sezgi,hissiyot,NOUN,268,hyp,high,7,9,9,10,9,9,8,9,9,10,4,8,7,9,2,6,3,5,5,7,6,8
1488,qaynoq,xarorat,NOUN,266,hyp,high,5,8,2,6,4,7,3,8,4,8,3,7,5,7,4,9,3,6,3,7,6,8
1489,o'rik,meva,NOUN,260,hyp,high,4,7,4,9,4,8,5,8,5,9,5,7,5,8,4,9,4,6,2,9,4,8
1490,ozon,birikma,NOUN,260,hyp,high,3,6,4,7,3,8,4,5,6,7,4,9,5,7,2,5,3,5,2,2,2,2
1491,vena,tomir,NOUN,260,hyp,high,8,9,6,8,4,9,7,9,7,9,4,9,5,7,5,9,5,7,2,5,6,8
1492,shashka,o'yin,NOUN,256,hyp,high,3,5,5,8,5,7,3,6,3,6,2,8,2,10,3,7,2,7,4,8,1,8
1493,o'ymakorlik,naqqoshlik,NOUN,241,hyp,high,7,9,5,10,7,8,8,10,6,9,7,7,8,9,3,8,4,8,8,6,6,8
1494,sabzi,sabzovot,NOUN,238,hyp,high,3,7,2,6,4,8,5,9,2,8,1,9,2,10,4,8,4,5,3,5,6,9
1495,tushlik,ovqat,NOUN,238,hyp,high,4,6,7,8,4,7,5,7,6,8,6,8,5,8,4,9,4,6,3,6,4,7
1496,kislorod,element,NOUN,230,hyp,high,4,9,5,7,3,8,7,8,5,8,7,7,4,7,5,9,6,7,2,8,6,8
1497,santimetr,uzunlik,NOUN,226,hyp,high,6,8,4,8,2,6,5,8,6,9,6,6,8,10,6,9,3,7,5,8,2,8
1498,qaldirg'och,qush,NOUN,225,hyp,high,5,10,6,8,5,7,3,5,8,8,8,10,4,7,4,9,3,5,6,7,2,9
1499,ushshoq,hajm,NOUN,215,hyp,high,2,4,5,8,3,5,3,5,3,4,1,7,2,5,1,3,0,2,2,6,1,4
1500,gulzor,bog',NOUN,214,hyp,high,2,6,7,8,4,7,5,6,6,7,4,8,6,9,3,7,4,5,7,6,6,8
1501,bodring,sabzavot,NOUN,213,hyp,high,5,8,5,8,5,7,4,6,6,8,4,9,4,6,5,9,4,7,2,6,1,8
1502,zichlik,hajm,NOUN,213,hyp,high,5,9,5,6,3,7,3,7,5,7,3,7,3,5,1,8,1,5,5,7,1,5
1503,hasharot,chivin,NOUN,211,hyp,high,4,10,6,9,5,8,5,9,2,8,2,10,3,5,4,9,4,7,6,8,4,8
1504,atirgul,gul,NOUN,207,hyp,high,4,7,5,7,6,8,7,8,7,8,3,10,4,6,4,9,3,5,3,5,7,9
1505,rux,element,NOUN,201,hyp,high,4,7,5,7,6,9,6,9,3,5,2,7,4,9,5,9,4,8,2,9,3,5
1506,norin,taom,NOUN,200,hyp,high,5,9,6,8,5,7,6,6,3,5,5,5,7,10,3,6,2,4,2,5,4,8
1507,kamqonlik,kasalik,NOUN,191,hyp,high,3,7,5,9,3,8,5,8,4,8,8,10,3,6,4,9,3,6,7,8,1,7
1508,mudirlik,lavozim,NOUN,190,hyp,high,2,6,4,6,5,7,4,7,3,8,2,10,4,6,2,6,2,6,2,9,1,7
1509,benzin,yoqilg'i,NOUN,189,hyp,high,3,8,6,9,7,8,8,8,8,10,2,10,4,6,8,10,4,9,8,10,8,9
1510,maysa,o'simlik,NOUN,182,hyp,high,1,7,5,9,4,7,4,6,5,8,6,9,3,5,3,9,3,5,8,8,6,8
1511,kapalak,xasharot,NOUN,179,hyp,high,6,9,6,8,4,8,6,8,4,8,6,10,5,9,5,9,4,5,3,6,3,8
1512,lochin,qush,NOUN,176,hyp,high,2,8,6,9,5,7,6,7,4,8,1,9,3,5,5,9,3,5,6,8,2,9
1513,tarvuz,poliz,NOUN,172,hyp,high,5,9,6,8,3,7,5,7,2,9,1,9,3,6,2,7,4,6,7,6,6,9
1514,humo,qush,NOUN,167,hyp,high,6,9,3,9,3,7,8,9,6,8,1,9,3,6,5,9,4,5,7,7,5,8
1515,palov,taom,NOUN,167,hyp,high,4,7,6,8,6,7,5,8,6,8,10,10,3,6,4,9,3,6,6,7,2,9
1516,xurmo,meva,NOUN,165,hyp,high,3,7,5,8,4,8,5,7,4,9,1,9,4,10,4,8,4,6,4,8,6,8
1517,chinor,daraxt,NOUN,164,hyp,high,6,8,4,9,4,8,5,6,6,9,6,7,4,8,4,9,4,8,3,5,1,9
1518,zumrat,tosh,NOUN,163,hyp,oov2,3,5,4,8,4,5,5,6,3,6,6,10,4,7,3,7,2,5,2,0,4,6
1519,tenglama,masala,NOUN,161,hyp,high,5,7,7,9,4,7,5,7,6,8,7,9,5,8,3,6,4,5,8,8,6,8
1520,musodara,jazo,NOUN,154,hyp,high,2,4,3,6,3,5,2,4,1,3,3,9,2,4,1,5,0,4,8,10,1,6
1521,geometriya,matematika,NOUN,153,hyp,high,4,7,5,8,4,9,5,9,4,9,6,7,3,5,6,9,7,8,8,10,6,8
1522,vokal,san'at,NOUN,152,hyp,high,2,8,4,8,7,8,5,9,3,8,2,7,3,6,1,7,1,5,4,6,1,8
1523,shashmaqom,musiqa,NOUN,148,hyp,high,7,9,7,7,7,8,6,8,7,9,8,7,7,9,8,10,6,9,3,8,6,8
1524,uglevodorod,element,NOUN,139,hyp,high,4,8,5,8,5,7,6,7,6,7,1,9,5,8,6,9,5,6,2,6,3,6
1525,shaftoli,meva,NOUN,138,hyp,high,3,9,6,9,5,7,5,7,4,8,1,9,3,7,4,9,4,6,3,7,5,8
1526,grammatika,tilshunoslik,NOUN,137,hyp,high,8,10,4,8,4,9,7,8,8,9,6,9,7,9,7,9,6,7,6,8,6,8
1527,adras,mato,NOUN,125,hyp,high,3,5,6,8,5,9,3,7,5,9,2,8,6,8,6,10,6,8,3,7,3,6
1528,mikroorganizm,bakteriya,NOUN,123,hyp,high,7,9,8,10,5,8,5,6,5,9,8,9,4,8,9,10,4,5,8,7,5,8
1529,milodiy,davriy,NOUN,123,hyp,high,5,7,5,7,8,7,4,8,6,8,6,8,3,5,6,8,6,9,7,5,4,7
1530,gorizontal,yo'nalish,NOUN,122,hyp,high,4,6,2,6,3,7,3,7,3,5,6,9,3,5,2,6,1,4,8,6,3,5
1532,kulrang,rang,NOUN,112,hyp,high,3,8,6,9,3,8,3,7,5,10,1,9,3,5,4,7,2,6,8,8,2,9
1534,leytenant,unvon,NOUN,107,hyp,high,2,7,5,9,4,7,3,6,3,8,2,10,3,6,3,7,1,5,3,5,2,8
1535,gidroinshoot,to'gon,NOUN,104,hyp,high,6,10,6,10,5,9,5,9,6,8,8,9,6,10,8,10,5,8,3,8,4,8
1536,mayor,unvon,NOUN,104,hyp,high,2,6,6,9,3,7,3,7,2,8,2,9,2,5,2,6,1,5,6,2,6,8
1537,meteorologiya,fan,NOUN,104,hyp,high,4,9,4,7,4,8,6,9,5,9,1,8,5,9,4,7,4,6,2,8,2,7
1538,o'g'rilik,jinoyat,NOUN,104,hyp,high,6,9,6,8,5,8,5,9,6,10,8,9,5,8,3,7,6,9,8,9,7,9
1540,burgut,qush,NOUN,98,hyp,high,6,8,5,7,4,7,6,7,5,9,6,9,3,5,4,8,4,6,5,7,6,8
1541,vulqon,tabiiy hodisa,NOUN,93,hyp,high,6,7,6,7,6,8,4,7,5,9,1,7,3,5,2,6,3,5,3,6,3,6
1542,maxzun,kayfiyat,NOUN,91,hyp,oov2,2,6,4,8,4,7,6,7,4,8,4,9,2,10,2,5,1,5,2,2,6,8
1543,toshbaqa,sudraluvchi,NOUN,89,hyp,high,5,9,2,10,7,9,6,7,2,8,2,10,4,6,2,6,4,7,8,5,6,8
1544,musbat,son,NOUN,86,hyp,high,2,7,3,7,3,6,5,8,3,6,1,9,3,7,3,7,3,5,8,6,1,7
1545,shag'al,qum,NOUN,81,hyp,high,4,8,8,8,6,8,2,6,6,8,1,9,5,8,3,8,4,5,7,9,1,8
1546,kalamush,sichqon,NOUN,75,hyp,high,6,9,5,9,7,8,6,8,7,8,7,9,8,10,4,9,6,7,8,7,7,9
1547,chayon,o'rgimchak,NOUN,69,hyp,high,6,9,6,9,5,7,6,9,5,6,5,9,3,5,2,4,3,5,2,8,2,7
1548,bosqinchilik,jinoyat,NOUN,67,hyp,high,5,8,5,9,7,8,7,8,4,9,7,9,5,8,5,9,4,7,8,7,8,8
1549,kotiba,lavozim,NOUN,67,hyp,high,2,6,5,7,3,7,3,7,2,8,1,8,2,10,2,6,1,5,4,7,8,8
1479,suyuqlik,shisha,NOUN,317,hyp,high,5,9,2,6,3,5,4,8,2,4,1,8,2,6,2,7,2,7,8,10,2,7
1531,kungaboqar,novda,NOUN,116,hyp,high,3,7,3,8,4,7,4,6,4,6,4,8,4,10,1,4,0,1,6,7,2,2
1550,oqqush,qush,NOUN,62,hyp,high,4,6,5,9,5,8,7,8,6,8,2,9,4,6,3,8,4,6,3,6,2,9
1552,loviya,dukkakli o'simlik,NOUN,59,hyp,high,4,8,4,10,4,9,7,7,6,8,5,7,4,7,4,9,4,9,7,8,2,9
1553,anjir,meva,NOUN,57,hyp,high,6,10,5,8,4,8,5,7,6,9,4,10,2,10,5,9,4,6,7,8,5,7
1554,volida,oila,NOUN,56,hyp,high,2,5,3,9,9,9,4,7,3,8,4,7,2,10,2,6,1,5,2,5,6,9
1555,tuvak,idish,NOUN,55,hyp,high,4,9,6,9,5,7,4,6,5,6,6,7,3,7,4,7,4,5,8,9,3,9
1556,hujra,boshpana,NOUN,53,hyp,high,6,8,5,9,5,6,8,8,6,7,7,7,5,6,3,4,6,7,8,7,7,9
1557,oshqovoq,qovoq,NOUN,53,hyp,high,7,9,8,9,8,9,5,8,8,9,8,9,9,10,3,6,6,7,7,8,6,8
1559,toshma,jarohat,NOUN,52,hyp,high,5,8,3,5,5,7,3,6,3,6,7,8,3,6,2,5,3,5,8,7,3,6
1560,undosh,xarf,NOUN,52,hyp,high,4,5,3,8,4,7,3,8,4,9,1,8,2,5,2,9,1,7,8,0,1,8
1561,mandarin,sitrus meva,NOUN,51,hyp,high,6,8,4,9,7,8,6,8,6,8,3,10,3,5,3,6,4,8,2,8,6,7
1562,alpinist,sportchi,NOUN,49,hyp,med,4,8,5,8,4,8,5,7,2,8,1,7,4,6,4,8,3,6,0,0,4,8
1563,chuchvara,taom,NOUN,49,hyp,med,6,7,4,10,4,6,5,8,2,8,2,7,4,6,3,8,2,5,7,8,5,7
1565,akrobatika,sport,NOUN,48,hyp,med,4,9,4,8,4,6,6,8,6,7,1,9,4,6,3,7,3,5,6,7,3,6
1566,arifmetika,matematika,NOUN,48,hyp,med,8,9,8,10,7,8,6,7,7,8,4,9,8,10,8,10,7,9,8,8,8,9
1567,morze,alifbo,NOUN,48,hyp,med,3,7,4,6,4,8,5,8,2,8,1,7,5,8,3,8,4,7,0,2,2,8
1568,kulba,boshpana,NOUN,43,hyp,med,6,8,9,9,7,8,9,8,6,7,8,9,2,6,2,4,2,4,8,8,4,5
1569,momaqaldiroq,tabiiy hodisa,NOUN,43,hyp,med,5,8,4,9,4,7,3,8,3,8,10,10,4,7,3,7,4,6,2,6,1,8
1570,dugoh,ashula,NOUN,41,hyp,med,5,9,6,9,5,7,6,9,7,9,2,8,4,7,6,8,4,5,2,9,2,7
1571,peshin,vaqt,NOUN,41,hyp,med,2,6,3,7,4,6,6,7,5,8,2,4,8,10,4,9,2,6,6,7,4,7
1572,morfologiya,tilshunoslik,NOUN,39,hyp,med,8,9,6,8,7,9,5,8,6,8,7,8,3,5,8,10,6,9,8,10,6,8
1573,zarg'aldoq,chumchuq,NOUN,39,hyp,med,7,10,8,9,7,9,7,8,6,8,5,5,3,9,6,9,7,9,5,6,1,7
1574,astma,kasallik,NOUN,38,hyp,med,4,9,4,9,3,7,4,8,4,8,5,6,2,9,4,9,3,5,2,2,5,7
1575,apelsin,sitrus meva,NOUN,37,hyp,med,6,9,4,8,4,7,5,7,6,7,1,9,5,6,4,9,3,5,4,8,4,6
1576,beqasam,mato,NOUN,36,hyp,med,5,10,5,7,4,7,4,8,3,9,1,2,7,10,7,9,3,6,6,8,3,7
1577,dovul,bo'ron,NOUN,33,hyp,med,5,9,6,6,5,7,4,8,4,9,8,10,3,5,3,6,4,6,7,8,7,9
1578,zambarak,qurol,NOUN,27,hyp,med,5,8,6,7,4,8,7,8,6,9,7,7,4,8,4,6,3,5,3,7,5,9
1579,platina,metal,NOUN,24,hyp,med,7,9,5,7,5,7,7,9,6,5,4,10,4,7,4,8,4,6,7,7,4,6
1580,turshak,meva,NOUN,23,hyp,med,5,9,5,9,5,7,6,7,5,9,6,7,4,6,7,8,4,6,5,8,2,9
1581,kepak,yem-xashak,NOUN,22,hyp,med,4,6,5,6,7,8,7,8,4,8,3,10,4,6,3,7,2,4,7,8,3,8
1582,manti,taom,NOUN,22,hyp,med,2,6,5,8,4,6,5,5,5,6,1,9,5,7,3,7,3,4,6,4,3,5
1583,suvarak,xasharot,NOUN,21,hyp,med,4,9,6,9,4,8,5,8,7,9,1,8,6,8,6,9,2,5,0,2,2,8
1584,matlab,dastur,NOUN,17,hyp,med,2,6,3,7,4,7,5,6,2,8,2,10,3,9,2,7,3,5,2,2,2,5
1585,zanjabil,ziravor,NOUN,9,hyp,med,5,10,6,7,4,8,8,10,4,6,5,10,5,8,3,9,4,5,2,2,1,8
1586,maraz,so'kinish,VERB,8,hyp,med,4,8,5,6,4,7,4,8,7,8,10,10,3,5,4,7,1,4,2,9,3,6
1587,mongol,millat,NOUN,6,hyp,med,5,7,5,7,4,9,4,7,3,8,1,4,6,8,4,9,4,6,2,4,1,8
1588,lalmikorlik,dala,NOUN,4,hyp,oov,3,7,3,6,3,7,2,8,3,9,4,8,7,9,3,8,1,6,2,9,1,9
1589,musson,shamol,NOUN,4,hyp,low,6,9,7,8,7,7,6,8,7,8,2,9,7,10,3,7,4,6,2,5,1,9
1590,qumursqa,chumoli,NOUN,4,hyp,low,9,9,10,10,6,8,7,9,8,9,7,7,9,10,6,9,4,8,8,7,8,9
1591,ravishdosh,so'z turkumi,NOUN,4,hyp,low,5,9,6,10,4,9,6,9,3,8,1,4,3,8,3,8,3,6,3,6,1,8
1592,oltiburchak,shakl,NOUN,3,hyp,low,2,5,3,8,3,8,7,9,2,9,2,9,3,4,4,8,3,5,2,8,3,7
1593,ajriq,o'simlik,NOUN,2,hyp,low,3,6,5,8,4,7,4,7,5,7,2,9,5,8,3,6,3,5,8,6,1,8
1594,momaqaymoq,o't,NOUN,2,hyp,low,3,5,5,8,5,6,4,6,6,8,6,8,2,5,3,6,3,4,6,6,1,8
1595,qo'tos,xo'kiz,NOUN,2,hyp,low,6,9,9,10,8,9,7,9,6,8,6,7,7,8,5,9,7,9,2,2,8,9
1596,gondola,qayiq,NOUN,1,hyp,low,6,9,6,8,3,8,6,7,9,10,8,9,4,9,4,9,6,8,4,5,8,8
1597,go'shtxo'r,ayiq,NOUN,1,hyp,oov,3,5,3,6,3,8,3,5,2,7,1,6,3,5,1,5,1,6,8,6,1,5
1598,gulsapsar,o't,NOUN,1,hyp,low,4,6,7,8,6,8,4,7,4,6,2,8,4,10,3,8,3,5,6,7,1,8
1599,karam,poliz ekini,NOUN,1,hyp,low,5,7,6,8,4,6,5,6,3,8,1,9,4,6,3,6,4,6,2,6,3,5
1600,payraha,jihoz,NOUN,1,hyp,low,4,6,4,7,5,7,2,4,3,5,7,7,3,5,2,4,2,5,3,4,1,2
1601,pishqiriq,tovush,NOUN,1,hyp,low,2,6,5,6,5,8,6,8,5,6,6,7,3,6,2,5,3,4,8,8,1,2
1602,qarag'ayzor,o'rmon,NOUN,1,hyp,low,6,9,4,8,4,6,7,8,5,8,6,8,7,10,4,8,4,6,7,9,4,7
1603,qo'shtor,musiqiy asbob,NOUN,1,hyp,oov,4,6,8,9,3,8,5,5,4,6,10,10,4,7,3,7,1,6,7,8,4,9
1604,sershira,tam,NOUN,1,hyp,low,2,4,3,7,5,6,3,4,4,5,2,10,6,8,1,4,2,6,2,2,6,8
1605,shafaqrang,rang,NOUN,1,hyp,oov,5,10,4,8,5,7,3,6,3,5,1,9,2,6,3,7,3,6,8,8,1,9
1606,so'lg'inlik,kayfiyat,NOUN,1,hyp,low,4,7,4,7,3,7,4,8,2,8,2,8,4,6,2,6,4,7,3,6,6,8
1607,tanavor,musiqa,NOUN,1,hyp,low,6,9,6,8,9,9,8,10,9,9,1,9,5,9,6,9,4,8,2,8,1,8
1608,tanbex,jazo,NOUN,1,hyp,oov2,2,4,4,8,7,8,5,7,3,6,6,7,3,6,1,4,1,4,2,5,2,5
1609,timsoh,sudralib yuruvchi,NOUN,1,hyp,low,6,8,5,7,4,8,6,8,7,8,4,10,3,7,5,9,4,7,6,7,6,9
1610,to'ppi,bosh kiyim,NOUN,1,hyp,low,4,8,6,8,7,8,8,8,4,6,1,7,3,6,6,8,1,3,7,9,6,6
1611,yamoqchilik,tikuvchilik,NOUN,1,hyp,low,2,5,4,8,4,5,4,4,4,8,8,9,4,6,2,4,3,4,4,8,7,8
1612,yilqiboqar,cho'pon,NOUN,1,hyp,oov,9,10,6,8,7,8,9,10,8,9,8,9,8,9,9,9,9,10,5,7,8,10
1613,rejalashtir,tizimlashtir,VERB,4633,hyp,high,4,7,9,10,7,8,8,8,6,8,7,7,8,9,3,6,8,10,7,6,4,6
1614,maxalliylashtir,o'zlashtir,VERB,710,hyp,oov2,6,9,4,8,5,7,4,5,2,4,7,8,3,4,2,5,3,6,2,6,7,8
1615,jadallashtir,rivojlantir,VERB,618,hyp,high,6,8,9,9,7,8,9,9,6,7,7,9,9,10,4,8,6,7,4,8,6,8
