#,Word 1,Word 2,Pos,Frq,Type,Level,s1,r1,s2,r2,s3,r3,s4,r4,s5,r5,s6,r6,s7,r7,s8,r8,s9,r9,s10,r10,s11,r11,s12,r12
761,isitish,sovitish,NOUN,387,ant,high,2,9,0,9,1,7,0,9,0,9,2,9,0,2,0,10,0,9,2,6,0,2,1,8
762,uyg'onish,uxlash,NOUN,386,ant,high,1,9,0,10,0,8,0,8,0,9,1,9,1,9,0,10,0,8,2,6,0,2,1,9
763,uyushqoqlik,torqoqlik,NOUN,384,ant,high,3,8,0,10,0,7,2,8,0,8,2,9,1,9,0,6,2,9,2,6,0,2,1,9
764,shodlik,qayg'u,NOUN,371,ant,high,0,8,0,8,1,9,0,9,2,8,2,8,0,2,1,7,0,9,2,8,0,2,4,9
765,xujumchi,himoyachi,NOUN,368,ant,oov2,0,9,0,9,1,9,0,8,2,9,1,9,1,8,0,9,0,9,8,8,0,2,1,8
766,ishsizlik,bandlik,NOUN,362,ant,high,0,9,0,9,0,9,0,10,0,9,2,9,1,8,0,7,6,7,1,7,0,2,1,9
767,yaqinlik,uzoqlik,NOUN,361,ant,high,0,9,0,10,1,9,0,8,0,8,1,9,1,10,0,10,0,9,8,6,0,2,1,9
768,uchish,qo'nish,NOUN,360,ant,high,0,10,0,10,0,9,0,9,0,9,1,9,1,10,0,10,0,9,2,10,0,2,6,9
769,tuzatish,buzish,NOUN,352,ant,high,0,7,0,8,0,9,0,7,0,9,2,10,0,9,0,7,0,8,2,6,0,2,1,9
770,tanazzul,yuksalish,NOUN,301,ant,high,0,9,0,8,1,8,1,7,0,9,1,9,1,8,0,9,0,8,2,8,0,2,6,9
771,yovuzlik,ezgulik,NOUN,216,ant,high,0,10,1,10,0,8,1,8,0,9,1,9,0,2,0,10,0,10,2,6,0,2,1,9
772,beparvolik,e'tiborlilik,NOUN,154,ant,high,0,9,1,10,0,8,0,7,2,9,0,8,1,8,1,10,0,7,2,6,0,2,7,8
773,momiq,dag'al,NOUN,98,ant,high,1,9,0,8,0,9,1,8,0,9,2,8,0,0,1,6,0,7,3,6,0,2,2,3
774,parchalanish,birlashish,NOUN,98,ant,high,3,9,0,6,0,8,0,7,2,7,1,9,1,9,2,6,0,6,1,6,0,2,1,9
775,maxzun,xushchaqchaq,NOUN,91,ant,oov2,1,7,0,8,1,6,1,7,0,6,2,10,1,9,0,7,2,9,2,8,0,2,2,8
776,keksalik,yoshlik,NOUN,89,ant,high,1,10,0,8,1,9,0,9,2,9,1,9,1,8,0,10,2,9,1,9,0,2,6,6
777,chaqqonlik,sustkashlik,NOUN,83,ant,high,0,7,1,9,0,8,0,9,1,9,1,7,1,8,1,6,0,7,2,6,0,2,1,8
778,dushmanlik,do'stlik,NOUN,62,ant,high,1,9,0,9,0,8,0,8,0,10,1,8,2,10,0,10,0,10,8,8,0,2,3,9
779,jahannam,jannat,NOUN,49,ant,med,1,10,0,10,0,9,0,10,0,10,1,9,0,10,0,10,0,10,0,10,0,2,1,9
780,jilmayish,xo'mrayish,NOUN,32,ant,med,1,6,1,8,0,8,0,8,0,7,2,10,1,6,1,9,0,7,2,7,0,2,6,8
781,faqirlik,boylik,NOUN,18,ant,med,2,9,3,8,1,5,1,8,2,8,2,9,1,10,0,6,0,9,6,8,0,2,1,9
782,noshukurchilik,qanoatlilik,NOUN,2,ant,oov,1,9,0,9,1,8,0,7,8,10,1,9,0,2,1,5,2,9,2,7,0,2,3,6
783,bemajollik,tetiklik,NOUN,1,ant,low,4,6,1,8,1,7,1,9,1,7,1,8,4,8,0,9,5,7,2,5,0,2,3,6
784,yakunlan,boshlash,VERB,1781,ant,high,1,9,1,9,0,8,0,9,0,8,0,9,2,9,0,10,0,9,6,8,0,2,6,8
785,jo'nat,qabul qil,VERB,1622,ant,high,0,8,1,7,0,8,1,9,0,8,2,10,2,6,1,10,0,9,6,7,0,2,1,9
786,orttir,kamaytir,VERB,1095,ant,high,1,10,0,9,0,9,0,8,2,8,8,9,2,9,1,10,0,6,2,7,0,2,1,8
787,boshlash,tugatish,VERB,618,ant,high,1,9,0,10,1,9,0,9,2,8,2,9,0,9,0,10,2,9,2,8,0,2,1,10
788,tezlashtir,sekinlashtir,VERB,396,ant,high,0,9,0,8,1,8,0,8,2,8,2,10,1,9,0,10,0,6,2,7,0,2,1,9
789,uchish,qo'nish,VERB,360,ant,high,1,9,0,10,0,9,0,9,0,9,0,9,1,10,0,10,0,9,1,10,0,2,3,6
790,qotir,bo'shat,VERB,359,ant,high,2,5,0,6,0,7,0,7,0,6,2,0,1,6,1,5,0,7,8,8,0,2,1,9
791,yaqinlashtir,uzoqlashtir,VERB,359,ant,high,0,9,0,9,0,8,9,10,2,8,2,8,1,10,0,10,0,9,2,5,0,2,1,9
792,uzoqlash,yaqinlash,VERB,237,ant,high,0,9,0,8,1,9,1,10,0,9,0,2,1,9,0,10,0,10,2,7,0,2,1,9
793,osonlashtir,qiyinlashtir,VERB,162,ant,high,0,9,0,8,1,8,0,9,1,9,1,9,1,10,0,10,0,9,2,7,1,2,1,9
794,susaytir,kuchaytir,VERB,114,ant,high,1,7,1,9,0,7,0,8,1,9,0,2,1,6,0,7,0,9,2,7,0,2,1,8
795,kichraytir,kattaytir,VERB,53,ant,high,2,10,0,9,0,9,0,9,0,9,0,8,1,6,0,10,0,8,2,7,0,2,1,9
796,sekinlashtir,tezlashtir,VERB,51,ant,high,0,10,2,10,1,9,0,9,0,9,2,10,2,10,0,10,0,9,2,10,0,2,1,9
797,urishtir,yarashtir,VERB,35,ant,med,0,8,0,9,0,8,0,7,1,8,0,8,1,10,1,10,0,6,2,7,0,2,1,9
798,turg'iz,yotqiz,VERB,33,ant,med,0,8,0,9,1,9,1,9,0,6,2,9,1,8,1,6,0,7,1,9,0,2,1,9
799,buzdir,qurdir,VERB,17,ant,med,0,9,0,9,1,9,0,9,0,8,0,2,1,9,1,7,0,8,2,7,0,2,1,9
800,g'amlan,sarflan,VERB,17,ant,oov,1,10,0,8,1,7,0,6,0,7,0,8,2,7,0,6,0,5,2,6,0,2,6,8
801,toraytir,kengaytir,VERB,17,ant,med,3,9,0,8,0,9,0,7,0,8,2,10,1,8,0,10,2,9,2,7,0,2,3,8
802,mushkullashtir,yengillashtir,VERB,10,ant,med,0,8,0,9,0,9,0,8,0,9,0,9,1,8,1,6,0,10,2,8,0,2,1,8
803,yo'g'onlash,yupqalash,VERB,10,ant,med,4,5,0,8,1,7,0,6,0,7,0,2,1,6,0,3,1,6,1,6,0,2,6,9
804,sekinlat,tezlat,VERB,9,ant,med,0,9,1,9,0,8,0,9,0,8,2,9,1,10,1,10,0,10,2,6,0,2,1,9
805,unit,yodla,VERB,9,ant,med,0,0,1,8,0,7,0,7,2,8,2,9,2,9,1,9,0,9,2,6,0,2,1,9
806,balandlat,pastlat,VERB,8,ant,med,0,9,0,7,0,7,0,9,1,8,1,9,1,6,0,10,0,7,2,7,0,2,1,8
807,sustlashtir,jadallashtir,VERB,6,ant,med,2,10,0,9,1,8,0,9,1,8,2,9,1,10,1,7,0,9,6,4,0,2,1,8
808,chaqqonlash,sekinlash,VERB,5,ant,low,0,9,1,8,0,7,0,9,2,8,0,2,2,8,1,6,0,6,8,8,0,2,1,9
809,yoptir,ochtir,VERB,3,ant,low,1,8,1,8,0,7,0,7,0,8,1,9,1,7,0,10,0,6,2,7,0,2,6,6
810,ozaytir,ko'paytir,VERB,2,ant,low,2,9,1,9,0,8,0,9,0,9,2,10,0,2,1,10,0,8,8,8,0,2,1,9
811,ozdir,semirtir,VERB,1,ant,low,0,9,0,8,1,7,0,7,0,8,1,9,2,10,1,6,0,9,2,8,0,2,1,8
812,suyuqlantir,quyuqlantir,VERB,1,ant,oov,2,10,1,9,1,8,0,8,2,8,1,9,2,9,1,10,0,8,6,7,0,2,1,9
813,o'simlik,gul,NOUN,3182,hyp,high,5,9,5,9,4,7,6,7,4,6,4,8,8,10,3,8,3,5,2,9,3,5,2,9
814,qurilma,bino,NOUN,3167,hyp,high,4,6,7,8,6,7,3,5,4,6,2,4,1,3,1,3,2,5,2,6,3,4,6,8
815,lavozim,direktor,NOUN,2891,hyp,high,2,5,3,7,3,7,4,6,3,6,2,10,3,5,3,7,1,4,6,5,3,5,6,9
816,behol,bardam,ADJ,9,ant,med,1,9,1,9,1,6,1,9,1,8,2,10,4,5,1,9,0,7,8,10,0,2,1,9
817,ochtir,berkit,VERB,7,ant,med,0,8,0,9,1,8,0,7,0,9,2,8,2,8,0,10,0,7,1,9,0,1,1,8
818,daraxt,qarag'ay,NOUN,2519,hyp,high,6,9,2,7,5,9,4,7,6,7,5,8,3,6,4,9,4,5,5,7,3,4,2,8
819,honadon,yotoqxona,NOUN,2513,hyp,oov2,3,6,6,7,6,8,6,7,4,7,4,7,3,5,3,6,4,5,8,9,4,5,2,8
820,ichimlik,suv,NOUN,2063,hyp,high,7,8,9,10,5,9,4,8,3,8,3,8,2,8,4,9,6,6,8,10,4,5,6,10
821,organizm,hujayra,NOUN,1890,hyp,high,5,8,7,8,7,9,7,9,6,8,5,5,4,5,6,10,4,5,4,8,3,5,3,8
822,kayfiyat,xomush,NOUN,1851,hyp,high,6,9,3,8,4,7,5,7,3,9,3,6,2,10,2,6,2,7,2,3,3,4,3,7
823,yoshlik,o'spirin,NOUN,1640,hyp,high,7,8,8,10,7,8,7,8,9,8,6,8,6,8,4,9,7,8,8,6,3,4,6,6
824,valyuta,so'm,NOUN,1606,hyp,high,4,9,4,9,4,8,4,8,3,8,2,9,2,10,2,7,2,5,2,6,4,5,3,8
825,libos,ko'ylak,NOUN,1536,hyp,high,4,9,8,9,4,7,6,8,6,8,8,9,10,10,4,9,3,7,8,6,3,4,9,9
826,sarmoya,pul,NOUN,1535,hyp,high,6,10,5,7,5,8,3,5,6,9,3,9,3,5,3,8,2,6,6,8,4,5,3,6
827,timsol,gerb,NOUN,1425,hyp,high,4,6,6,9,6,7,6,8,8,8,6,9,6,8,6,8,6,7,8,9,3,4,4,6
828,avtobus,mashina,NOUN,1376,hyp,high,9,10,5,7,6,9,9,9,7,8,4,10,3,7,9,10,9,9,8,8,3,5,4,8
829,asbob,kalit,NOUN,1288,hyp,high,3,9,3,5,5,5,3,6,2,8,3,4,3,5,3,7,2,6,2,2,3,5,3,5
830,to'qimachilik,sanoat,NOUN,1134,hyp,high,4,9,3,8,5,8,4,7,2,6,5,5,2,10,2,6,2,6,2,10,0,2,6,8
831,km,masofa,NOUN,1130,hyp,high,4,8,3,7,3,6,2,8,4,8,8,10,2,7,2,6,3,5,8,8,3,5,4,6
832,chorvachilik,xo'jalik,NOUN,1117,hyp,high,2,5,4,9,6,6,3,7,3,8,6,9,3,8,1,8,0,4,7,8,4,5,6,8
833,sayyora,yer,NOUN,989,hyp,high,5,7,6,7,5,7,6,8,5,9,6,10,4,6,4,9,4,8,3,7,4,4,1,9
834,tomir,arteriya,NOUN,935,hyp,high,6,9,4,8,4,10,6,8,5,8,1,8,4,6,6,9,4,8,0,7,3,5,5,9
835,yoqilg'i,neft,NOUN,876,hyp,high,5,9,6,7,5,8,5,8,8,9,4,8,6,8,6,10,4,9,3,6,3,5,6,6
836,idish,tovoq,NOUN,842,hyp,high,6,9,7,8,7,8,8,9,7,9,2,8,6,7,9,10,9,10,7,9,3,5,7,8
837,fasl,bahor,NOUN,710,hyp,high,6,9,5,6,5,8,4,8,5,7,5,10,4,6,3,6,3,6,3,6,3,5,6,9
838,avtomashina,transport,NOUN,678,hyp,high,7,10,4,10,6,7,9,10,8,10,7,9,8,9,7,8,7,9,8,9,3,5,6,8
839,voleybol,sport,NOUN,544,hyp,high,2,7,4,8,4,6,5,7,5,8,2,8,3,6,4,8,6,7,4,6,4,5,6,9
840,jinoyatchilik,qotillik,NOUN,533,hyp,high,7,9,5,8,6,7,4,9,6,8,7,8,6,10,4,9,5,7,8,8,3,5,8,9
841,opera,teatr,NOUN,532,hyp,high,3,10,4,7,5,9,3,9,3,9,7,8,2,9,2,10,1,6,6,8,3,4,7,8
842,eksponat,qo'lyozma,NOUN,512,hyp,high,3,5,4,7,3,8,3,7,3,7,3,3,3,6,2,7,2,6,7,8,3,5,3,5
843,ko'zgu,shisha,NOUN,464,hyp,high,3,7,4,8,4,8,3,7,6,10,2,5,4,5,3,9,4,6,6,8,4,4,6,6
844,deraza,oyna,NOUN,438,hyp,high,9,10,4,9,5,8,8,9,3,8,9,10,10,10,7,10,3,6,4,7,3,5,6,8
845,iymon,taqvo,NOUN,428,hyp,high,3,5,4,7,6,7,4,7,5,8,7,8,3,5,6,9,3,5,6,8,8,9,6,7
846,trillion,son,NOUN,418,hyp,high,4,9,4,6,5,7,5,9,6,7,6,10,4,5,6,8,2,6,3,7,3,5,1,8
847,qarorgoh,qasr,NOUN,405,hyp,high,4,8,7,9,6,7,6,8,5,7,7,8,2,4,2,4,2,7,2,5,3,4,4,5
848,jonivor,ot,NOUN,402,hyp,high,4,9,5,7,4,6,5,8,4,6,4,9,3,6,3,8,4,5,2,8,4,5,1,7
849,poyezd,transport,NOUN,401,hyp,high,5,8,4,10,5,9,5,8,5,9,3,10,4,8,8,10,6,9,8,6,3,4,3,9
850,saraton,kasallik,NOUN,394,hyp,high,5,9,5,7,5,8,5,8,2,8,4,10,2,9,3,9,4,5,2,8,4,5,4,8
851,sichqon,kemiruvchi,NOUN,390,hyp,high,4,9,3,9,6,8,8,8,6,9,7,9,5,8,3,9,6,9,8,6,3,4,7,9
852,ramazon,oy,NOUN,375,hyp,high,5,8,5,7,4,8,4,8,6,8,1,8,3,5,3,7,4,5,6,6,4,5,3,9
853,yong'oq,daraxt,NOUN,360,hyp,high,3,8,1,7,4,8,5,8,5,9,1,9,4,8,4,9,4,5,2,8,3,4,4,7
854,astronomiya,fan,NOUN,347,hyp,high,3,8,4,10,5,8,4,8,2,8,1,8,5,7,4,9,4,6,2,8,5,7,1,9
855,kulolchilik,hunar,NOUN,347,hyp,high,3,7,5,8,4,7,5,7,2,8,3,5,4,9,6,9,4,6,2,6,4,5,3,8
856,po'lat,metal,NOUN,343,hyp,high,3,7,7,8,5,9,6,7,4,9,4,10,5,9,4,9,3,5,3,7,4,5,3,9
857,guruch,don,NOUN,341,hyp,high,5,7,6,7,4,7,6,7,4,6,4,8,3,6,4,9,4,5,3,5,4,5,6,8
858,gimnastikachi,sportchi,NOUN,339,hyp,high,4,8,5,8,3,9,5,8,4,9,6,10,5,8,5,9,4,6,6,8,4,5,3,8
859,kunduzgi,vaqt,NOUN,335,hyp,high,4,9,8,10,7,9,3,6,5,8,1,7,3,6,3,7,4,5,7,6,3,5,4,6
860,insho,matn,NOUN,325,hyp,high,2,6,3,8,4,6,3,7,4,6,5,7,2,7,5,7,4,5,4,6,3,5,3,8
861,diabet,kasallik,NOUN,324,hyp,high,3,6,3,9,4,8,3,8,5,8,2,9,8,10,5,8,4,8,7,8,4,5,1,9
862,kashtachilik,tikuvchilik,NOUN,323,hyp,high,4,9,6,9,6,8,6,9,2,8,7,9,3,6,5,9,4,6,6,7,3,4,6,8
863,geologiya,fan,NOUN,317,hyp,high,2,8,4,7,4,7,4,8,6,8,4,8,2,10,4,8,4,8,8,9,3,5,6,5
864,pomidor,sabzovot,NOUN,312,hyp,high,5,8,6,6,5,8,4,8,2,8,2,9,4,6,5,9,4,7,8,8,3,4,4,6
865,muovin,lavozim,NOUN,297,hyp,high,3,6,4,7,4,7,3,7,3,8,1,9,3,5,2,6,3,5,0,2,3,5,4,7
866,musiqachi,san'atkor,NOUN,293,hyp,high,6,9,6,8,5,8,5,7,6,8,8,9,6,8,3,7,6,7,8,8,3,5,6,8
867,sumalak,taom,NOUN,293,hyp,high,4,6,6,8,4,5,4,7,5,8,1,8,4,6,4,8,3,5,4,7,3,4,1,8
868,qirg'iz,millat,NOUN,292,hyp,high,4,10,2,8,4,9,5,7,5,8,3,5,4,8,3,8,3,5,0,8,4,5,1,8
869,buyrak,organizm,NOUN,289,hyp,high,2,5,6,9,4,5,5,8,4,6,5,10,4,6,3,7,4,5,5,6,3,4,4,6
870,archa,daraxt,NOUN,282,hyp,high,3,6,5,8,4,7,5,7,6,8,1,8,4,8,4,8,4,5,4,7,3,5,6,9
871,sezgi,hissiyot,NOUN,268,hyp,high,7,9,9,10,9,9,8,9,9,10,4,8,7,9,2,6,3,5,5,7,4,5,6,8
872,qaynoq,xarorat,NOUN,266,hyp,high,5,8,2,6,4,7,3,8,4,8,3,7,5,7,4,9,3,6,3,7,4,5,6,8
873,o'rik,meva,NOUN,260,hyp,high,4,7,4,9,4,8,5,8,5,9,5,7,5,8,4,9,4,6,2,9,3,4,4,8
874,ozon,birikma,NOUN,260,hyp,high,3,6,4,7,3,8,4,5,6,7,4,9,5,7,2,5,3,5,2,2,4,5,2,2
875,vena,tomir,NOUN,260,hyp,high,8,9,6,8,4,9,7,9,7,9,4,9,5,7,5,9,5,7,2,5,3,4,6,8
876,shashka,o'yin,NOUN,256,hyp,high,3,5,5,8,5,7,3,6,3,6,2,8,2,10,3,7,2,7,4,8,3,4,1,8
877,o'ymakorlik,naqqoshlik,NOUN,241,hyp,high,7,9,5,10,7,8,8,10,6,9,7,7,8,9,3,8,4,8,8,6,3,4,6,8
878,sabzi,sabzovot,NOUN,238,hyp,high,3,7,2,6,4,8,5,9,2,8,1,9,2,10,4,8,4,5,3,5,3,5,6,9
879,tushlik,ovqat,NOUN,238,hyp,high,4,6,7,8,4,7,5,7,6,8,6,8,5,8,4,9,4,6,3,6,3,5,4,7
880,kislorod,element,NOUN,230,hyp,high,4,9,5,7,3,8,7,8,5,8,7,7,4,7,5,9,6,7,2,8,4,5,6,8
881,santimetr,uzunlik,NOUN,226,hyp,high,6,8,4,8,2,6,5,8,6,9,6,6,8,10,6,9,3,7,5,8,3,4,2,8
882,qaldirg'och,qush,NOUN,225,hyp,high,5,10,6,8,5,7,3,5,8,8,8,10,4,7,4,9,3,5,6,7,3,4,2,9
883,ushshoq,hajm,NOUN,215,hyp,high,2,4,5,8,3,5,3,5,3,4,1,7,2,5,1,3,0,2,2,6,3,4,1,4
884,gulzor,bog',NOUN,214,hyp,high,2,6,7,8,4,7,5,6,6,7,4,8,6,9,3,7,4,5,7,6,4,5,6,8
885,bodring,sabzavot,NOUN,213,hyp,high,5,8,5,8,5,7,4,6,6,8,4,9,4,6,5,9,4,7,2,6,4,5,1,8
886,zichlik,hajm,NOUN,213,hyp,high,5,9,5,6,3,7,3,7,5,7,3,7,3,5,1,8,1,5,5,7,3,5,1,5
887,hasharot,chivin,NOUN,211,hyp,high,4,10,6,9,5,8,5,9,2,8,2,10,3,5,4,9,4,7,6,8,3,4,4,8
888,atirgul,gul,NOUN,207,hyp,high,4,7,5,7,6,8,7,8,7,8,3,10,4,6,4,9,3,5,3,5,4,5,7,9
889,rux,element,NOUN,201,hyp,high,4,7,5,7,6,9,6,9,3,5,2,7,4,9,5,9,4,8,2,9,4,5,3,5
890,norin,taom,NOUN,200,hyp,high,5,9,6,8,5,7,6,6,3,5,5,5,7,10,3,6,2,4,2,5,3,5,4,8
891,kamqonlik,kasalik,NOUN,191,hyp,high,3,7,5,9,3,8,5,8,4,8,8,10,3,6,4,9,3,6,7,8,3,4,1,7
892,mudirlik,lavozim,NOUN,190,hyp,high,2,6,4,6,5,7,4,7,3,8,2,10,4,6,2,6,2,6,2,9,3,5,1,7
893,benzin,yoqilg'i,NOUN,189,hyp,high,3,8,6,9,7,8,8,8,8,10,2,10,4,6,8,10,4,9,8,10,3,5,8,9
894,maysa,o'simlik,NOUN,182,hyp,high,1,7,5,9,4,7,4,6,5,8,6,9,3,5,3,9,3,5,8,8,3,4,6,8
895,kapalak,xasharot,NOUN,179,hyp,high,6,9,6,8,4,8,6,8,4,8,6,10,5,9,5,9,4,5,3,6,4,5,3,8
896,lochin,qush,NOUN,176,hyp,high,2,8,6,9,5,7,6,7,4,8,1,9,3,5,5,9,3,5,6,8,3,5,2,9
897,tarvuz,poliz,NOUN,172,hyp,high,5,9,6,8,3,7,5,7,2,9,1,9,3,6,2,7,4,6,7,6,3,5,6,9
898,humo,qush,NOUN,167,hyp,high,6,9,3,9,3,7,8,9,6,8,1,9,3,6,5,9,4,5,7,7,4,5,5,8
899,palov,taom,NOUN,167,hyp,high,4,7,6,8,6,7,5,8,6,8,10,10,3,6,4,9,3,6,6,7,3,4,2,9
900,xurmo,meva,NOUN,165,hyp,high,3,7,5,8,4,8,5,7,4,9,1,9,4,10,4,8,4,6,4,8,4,5,6,8
901,chinor,daraxt,NOUN,164,hyp,high,6,8,4,9,4,8,5,6,6,9,6,7,4,8,4,9,4,8,3,5,3,4,1,9
902,zumrat,tosh,NOUN,163,hyp,oov2,3,5,4,8,4,5,5,6,3,6,6,10,4,7,3,7,2,5,2,0,8,9,4,6
903,tenglama,masala,NOUN,161,hyp,high,5,7,7,9,4,7,5,7,6,8,7,9,5,8,3,6,4,5,8,8,3,5,6,8
904,musodara,jazo,NOUN,154,hyp,high,2,4,3,6,3,5,2,4,1,3,3,9,2,4,1,5,0,4,8,10,3,4,1,6
905,geometriya,matematika,NOUN,153,hyp,high,4,7,5,8,4,9,5,9,4,9,6,7,3,5,6,9,7,8,8,10,4,5,6,8
906,vokal,san'at,NOUN,152,hyp,high,2,8,4,8,7,8,5,9,3,8,2,7,3,6,1,7,1,5,4,6,3,5,1,8
907,shashmaqom,musiqa,NOUN,148,hyp,high,7,9,7,7,7,8,6,8,7,9,8,7,7,9,8,10,6,9,3,8,3,4,6,8
908,uglevodorod,element,NOUN,139,hyp,high,4,8,5,8,5,7,6,7,6,7,1,9,5,8,6,9,5,6,2,6,3,4,3,6
909,shaftoli,meva,NOUN,138,hyp,high,3,9,6,9,5,7,5,7,4,8,1,9,3,7,4,9,4,6,3,7,4,5,5,8
910,grammatika,tilshunoslik,NOUN,137,hyp,high,8,10,4,8,4,9,7,8,8,9,6,9,7,9,7,9,6,7,6,8,3,5,6,8
911,adras,mato,NOUN,125,hyp,high,3,5,6,8,5,9,3,7,5,9,2,8,6,8,6,10,6,8,3,7,3,5,3,6
912,mikroorganizm,bakteriya,NOUN,123,hyp,high,7,9,8,10,5,8,5,6,5,9,8,9,4,8,9,10,4,5,8,7,3,4,5,8
913,milodiy,davriy,NOUN,123,hyp,high,5,7,5,7,8,7,4,8,6,8,6,8,3,5,6,8,6,9,7,5,4,5,4,7
914,gorizontal,yo'nalish,NOUN,122,hyp,high,4,6,2,6,3,7,3,7,3,5,6,9,3,5,2,6,1,4,8,6,4,5,3,5
915,kulrang,rang,NOUN,112,hyp,high,3,8,6,9,3,8,3,7,5,10,1,9,3,5,4,7,2,6,8,8,3,4,2,9
916,leytenant,unvon,NOUN,107,hyp,high,2,7,5,9,4,7,3,6,3,8,2,10,3,6,3,7,1,5,3,5,5,6,2,8
917,gidroinshoot,to'gon,NOUN,104,hyp,high,6,10,6,10,5,9,5,9,6,8,8,9,6,10,8,10,5,8,3,8,4,5,4,8
918,mayor,unvon,NOUN,104,hyp,high,2,6,6,9,3,7,3,7,2,8,2,9,2,5,2,6,1,5,6,2,3,4,6,8
919,meteorologiya,fan,NOUN,104,hyp,high,4,9,4,7,4,8,6,9,5,9,1,8,5,9,4,7,4,6,2,8,3,4,2,7
920,o'g'rilik,jinoyat,NOUN,104,hyp,high,6,9,6,8,5,8,5,9,6,10,8,9,5,8,3,7,6,9,8,9,3,5,7,9
921,burgut,qush,NOUN,98,hyp,high,6,8,5,7,4,7,6,7,5,9,6,9,3,5,4,8,4,6,5,7,3,4,6,8
922,vulqon,tabiiy hodisa,NOUN,93,hyp,high,6,7,6,7,6,8,4,7,5,9,1,7,3,5,2,6,3,5,3,6,5,7,3,6
923,maxzun,kayfiyat,NOUN,91,hyp,oov2,2,6,4,8,4,7,6,7,4,8,4,9,2,10,2,5,1,5,2,2,4,5,6,8
924,toshbaqa,sudraluvchi,NOUN,89,hyp,high,5,9,2,10,7,9,6,7,2,8,2,10,4,6,2,6,4,7,8,5,4,5,6,8
925,musbat,son,NOUN,86,hyp,high,2,7,3,7,3,6,5,8,3,6,1,9,3,7,3,7,3,5,8,6,4,5,1,7
926,shag'al,qum,NOUN,81,hyp,high,4,8,8,8,6,8,2,6,6,8,1,9,5,8,3,8,4,5,7,9,4,5,1,8
927,kalamush,sichqon,NOUN,75,hyp,high,6,9,5,9,7,8,6,8,7,8,7,9,8,10,4,9,6,7,8,7,3,5,7,9
928,chayon,o'rgimchak,NOUN,69,hyp,high,6,9,6,9,5,7,6,9,5,6,5,9,3,5,2,4,3,5,2,8,4,5,2,7
929,bosqinchilik,jinoyat,NOUN,67,hyp,high,5,8,5,9,7,8,7,8,4,9,7,9,5,8,5,9,4,7,8,7,3,4,8,8
930,kotiba,lavozim,NOUN,67,hyp,high,2,6,5,7,3,7,3,7,2,8,1,8,2,10,2,6,1,5,4,7,4,5,8,8
931,suyuqlik,shisha,NOUN,317,hyp,high,5,9,2,6,3,5,4,8,2,4,1,8,2,6,2,7,2,7,8,10,4,5,2,7
932,kungaboqar,novda,NOUN,116,hyp,high,3,7,3,8,4,7,4,6,4,6,4,8,4,10,1,4,0,1,6,7,3,5,2,2
933,oqqush,qush,NOUN,62,hyp,high,4,6,5,9,5,8,7,8,6,8,2,9,4,6,3,8,4,6,3,6,4,5,2,9
934,loviya,dukkakli o'simlik,NOUN,59,hyp,high,4,8,4,10,4,9,7,7,6,8,5,7,4,7,4,9,4,9,7,8,2,5,2,9
935,anjir,meva,NOUN,57,hyp,high,6,10,5,8,4,8,5,7,6,9,4,10,2,10,5,9,4,6,7,8,4,5,5,7
936,volida,oila,NOUN,56,hyp,high,2,5,3,9,9,9,4,7,3,8,4,7,2,10,2,6,1,5,2,5,4,5,6,9
937,tuvak,idish,NOUN,55,hyp,high,4,9,6,9,5,7,4,6,5,6,6,7,3,7,4,7,4,5,8,9,4,5,3,9
938,hujra,boshpana,NOUN,53,hyp,high,6,8,5,9,5,6,8,8,6,7,7,7,5,6,3,4,6,7,8,7,3,4,7,9
939,oshqovoq,qovoq,NOUN,53,hyp,high,7,9,8,9,8,9,5,8,8,9,8,9,9,10,3,6,6,7,7,8,3,4,6,8
940,toshma,jarohat,NOUN,52,hyp,high,5,8,3,5,5,7,3,6,3,6,7,8,3,6,2,5,3,5,8,7,3,4,3,6
941,undosh,xarf,NOUN,52,hyp,high,4,5,3,8,4,7,3,8,4,9,1,8,2,5,2,9,1,7,8,0,3,4,1,8
942,mandarin,sitrus meva,NOUN,51,hyp,high,6,8,4,9,7,8,6,8,6,8,3,10,3,5,3,6,4,8,2,8,3,4,6,7
943,alpinist,sportchi,NOUN,49,hyp,med,4,8,5,8,4,8,5,7,2,8,1,7,4,6,4,8,3,6,0,0,3,4,4,8
944,chuchvara,taom,NOUN,49,hyp,med,6,7,4,10,4,6,5,8,2,8,2,7,4,6,3,8,2,5,7,8,3,6,5,7
945,akrobatika,sport,NOUN,48,hyp,med,4,9,4,8,4,6,6,8,6,7,1,9,4,6,3,7,3,5,6,7,3,4,3,6
946,arifmetika,matematika,NOUN,48,hyp,med,8,9,8,10,7,8,6,7,7,8,4,9,8,10,8,10,7,9,8,8,3,6,8,9
947,morze,alifbo,NOUN,48,hyp,med,3,7,4,6,4,8,5,8,2,8,1,7,5,8,3,8,4,7,0,2,4,5,2,8
948,kulba,boshpana,NOUN,43,hyp,med,6,8,9,9,7,8,9,8,6,7,8,9,2,6,2,4,2,4,8,8,3,5,4,5
949,momaqaldiroq,tabiiy hodisa,NOUN,43,hyp,med,5,8,4,9,4,7,3,8,3,8,10,10,4,7,3,7,4,6,2,6,3,4,1,8
950,dugoh,ashula,NOUN,41,hyp,med,5,9,6,9,5,7,6,9,7,9,2,8,4,7,6,8,4,5,2,9,3,5,2,7
