ID,Word-1,Word-2,Relation,POS,sim_avg,rel_avg,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11
1367,kengayish,torayish,ant,NOUN,1.00,8.45,1,0,2,2,0,2,1,0,0,2,1,9,9,8,7,8,9,9,10,7,8,9
1368,mehnatkash,dangasa,ant,NOUN,0.82,8.00,1,1,1,0,0,1,1,1,0,2,1,9,9,7,8,8,9,10,6,7,6,9
1369,pasayish,o'sish,ant,VERB,0.18,8.73,1,0,0,0,0,0,0,0,0,1,0,9,9,9,9,9,8,8,10,8,9,8
1370,yo'qotish,topish,ant,VERB,0.91,8.64,1,1,1,0,0,2,1,0,2,2,0,10,9,8,9,9,9,7,10,9,8,7
1371,tarqatuvchi,yig'uvchi,ant,NOUN,0.73,7.36,1,1,0,0,0,0,2,1,0,2,1,6,9,7,9,8,8,6,8,6,6,8
1372,birikma,ajralma,ant,NOUN,1.27,7.27,2,0,0,0,2,1,2,1,0,3,3,8,9,8,6,8,7,6,8,8,6,6
1373,tabassum,yig'lash,ant,VERB,0.82,7.64,0,0,1,1,0,1,1,1,0,2,2,6,8,7,7,7,9,6,9,7,10,8
1374,tugatish,boshlash,ant,VERB,0.73,8.91,1,0,0,0,0,2,1,0,0,2,2,9,9,8,8,9,10,10,10,10,7,8
1375,yomonlik,yaxshilik,ant,NOUN,0.91,8.82,1,0,0,1,2,0,1,0,2,2,1,9,8,9,9,8,8,10,10,10,8,8
1376,isitish,sovitish,ant,VERB,0.73,9.09,2,0,1,0,0,2,0,0,0,2,1,9,9,7,9,9,9,10,10,9,11,8
1377,uyg'onish,uxlash,ant,VERB,0.55,8.82,1,0,0,0,0,1,1,0,0,2,1,9,10,8,8,9,9,9,10,8,8,9
1378,uyushqoqlik,torqoqlik,ant,NOUN,1.18,8.09,3,0,0,2,0,2,1,0,2,2,1,8,10,7,8,8,9,9,6,9,6,9
1379,yengil,og'irroq,ant,NOUN,1.09,8.18,1,0,1,0,0,2,2,0,2,2,2,9,6,9,7,8,10,8,7,9,8,9
1380,shodlik,qayg'u,ant,NOUN,1.00,8.18,0,0,1,0,2,2,0,1,0,2,3,8,8,9,9,8,8,7,7,9,8,9
1381,xujumchi,himoyachi,ant,NOUN,0.73,8.64,0,0,1,0,2,1,1,0,0,2,1,9,9,9,8,9,9,8,9,9,8,8
1382,ishsizlik,bandlik,ant,NOUN,0.45,8.45,0,0,0,0,0,2,1,0,0,1,1,9,9,9,10,9,9,8,7,7,7,9
1383,yaqinlik,uzoqlik,ant,NOUN,0.36,9.27,0,0,1,0,0,1,1,0,0,0,1,9,10,9,8,8,9,10,10,9,11,9
1384,uchish,qo'nish,ant,VERB,0.55,9.45,0,0,0,0,0,1,1,0,0,2,2,10,10,9,9,9,9,10,10,9,10,9
1385,tuzatish,buzish,ant,VERB,0.45,8.09,0,0,0,0,0,2,0,0,0,2,1,7,8,9,7,9,10,9,7,8,6,9
1386,tanazzul,yuksalish,ant,VERB,0.55,8.36,0,0,1,1,0,1,1,0,0,2,0,9,8,8,7,9,9,8,9,8,8,9
1387,yovuzlik,ezgulik,ant,NOUN,0.55,9.09,0,1,0,1,0,1,0,0,0,2,1,10,10,8,8,9,9,9,10,10,8,9
1388,beparvolik,e'tiborlilik,ant,NOUN,0.73,8.18,0,1,0,0,2,0,1,1,0,2,1,9,10,8,7,9,8,8,10,7,6,8
1389,momiq,dag'al,ant,NOUN,0.91,7.91,1,0,0,1,0,2,0,1,0,3,2,9,8,9,8,9,8,9,6,7,6,8
1390,parchalanish,birlashish,ant,VERB,1.00,7.45,3,0,0,0,2,1,1,2,0,1,1,9,6,8,7,7,9,9,6,6,6,9
1391,maxzun,xushchaqchaq,ant,NOUN,1.09,7.73,1,0,1,1,0,2,1,0,2,2,2,7,8,6,7,6,10,9,7,9,8,8
1392,keksalik,yoshlik,ant,NOUN,0.82,8.91,1,0,1,0,2,1,1,0,2,1,0,10,8,9,9,9,9,8,10,9,9,8
1393,chaqqonlik,sustkashlik,ant,NOUN,0.73,7.64,0,1,0,0,1,1,1,1,0,2,1,7,9,8,9,9,7,8,6,7,6,8
1394,dushmanlik,do'stlik,ant,NOUN,0.91,9.00,1,0,0,0,0,1,2,0,0,3,3,9,9,8,8,10,8,10,10,10,8,9
1395,jahannam,jannat,ant,NOUN,0.27,9.73,1,0,0,0,0,1,0,0,0,0,1,10,10,9,10,10,9,10,10,10,10,9
1396,jilmayish,xo'mrayish,ant,NOUN,0.73,7.64,1,1,0,0,0,2,1,1,0,2,0,6,8,8,8,7,10,6,9,7,7,8
1397,faqirlik,boylik,ant,NOUN,1.45,8.82,2,3,1,1,2,2,1,0,0,3,1,9,8,10,8,8,9,10,9,9,8,9
1398,noshukurchilik,qanoatlilik,ant,NOUN,1.00,8.45,1,0,1,0,0,1,0,1,2,2,3,9,9,8,7,10,9,9,10,9,7,6
1399,bemajollik,tetiklik,ant,NOUN,1.64,7.64,4,1,1,1,1,1,4,0,0,2,3,6,8,7,9,7,8,8,9,7,9,6
1400,yakunlan,boshlash,ant,VERB,0.73,8.73,1,1,0,0,0,0,2,0,0,3,1,9,9,8,9,8,9,9,10,9,8,8
1401,jo'nat,qabul qil,ant,VERB,0.91,8.27,0,1,0,1,0,2,2,1,0,2,1,8,7,8,9,8,10,6,10,9,7,9
1402,orttir,kamaytir,ant,VERB,1.00,8.45,1,0,0,0,2,2,2,1,0,2,1,10,9,9,8,8,9,9,10,6,7,8
1403,boshlash,tugatish,ant,VERB,1.00,9.09,1,0,1,0,2,2,0,0,2,2,1,9,10,9,9,8,9,9,10,9,8,10
1404,tezlashtir,sekinlashtir,ant,VERB,0.82,8.36,0,0,1,0,2,2,1,0,0,2,1,9,8,8,8,8,10,9,10,6,7,9
1405,uchish,qo'nish,ant,VERB,0.55,9.18,1,0,0,0,0,0,1,0,0,1,3,9,10,9,9,9,9,10,10,9,10,7
1406,qotir,bo'shat,ant,VERB,0.64,6.91,2,0,0,0,0,2,1,1,0,0,1,8,6,7,7,6,7,6,5,7,8,9
1407,yaqinlashtir,uzoqlashtir,ant,VERB,0.82,9.09,0,0,0,1,2,2,1,0,0,2,1,9,9,8,10,8,8,10,10,9,10,9
1408,uzoqlash,yaqinlash,ant,VERB,0.55,8.91,0,0,1,1,0,0,1,0,0,2,1,9,8,9,10,9,8,9,10,10,7,9
1409,osonlashtir,qiyinlashtir,ant,VERB,0.64,8.82,0,0,1,0,1,1,1,0,0,2,1,9,8,8,9,9,9,10,10,9,7,9
1410,susaytir,kuchaytir,ant,VERB,0.64,7.82,1,1,0,0,1,0,1,0,0,2,1,7,9,7,8,9,9,6,7,9,7,8
1411,kichraytir,kattaytir,ant,VERB,0.55,8.73,2,0,0,0,0,0,1,0,0,2,1,10,9,9,9,9,8,8,10,8,7,9
1412,sekinlashtir,tezlashtir,ant,VERB,0.91,9.55,0,2,1,0,0,2,2,0,0,2,1,10,10,9,9,9,10,10,10,9,10,9
1413,urishtir,yarashtir,ant,VERB,0.55,8.18,0,0,0,0,1,0,1,1,0,2,1,8,9,8,7,8,8,10,10,6,7,9
1414,turg'iz,yotqiz,ant,VERB,0.73,8.09,0,0,1,1,0,2,1,1,0,1,1,8,9,9,9,6,9,8,6,7,9,9
1415,buzdir,qurdir,ant,VERB,0.55,8.27,0,0,1,0,0,0,1,1,0,2,1,9,9,9,9,8,7,9,7,8,7,9
1416,g'amlan,sarflan,ant,VERB,0.73,7.55,1,0,1,0,0,0,2,0,0,2,2,10,8,7,6,7,8,7,6,10,6,8
1417,toraytir,kengaytir,ant,VERB,1.18,8.45,3,0,0,0,0,2,1,0,2,2,3,9,8,9,7,8,10,8,10,9,7,8
1418,mushkullashtir,yengillashtir,ant,VERB,0.45,8.36,0,0,0,0,0,0,1,1,0,2,1,8,9,9,8,9,9,8,6,10,8,8
1419,yo'g'onlash,yupqalash,ant,VERB,0.91,7.09,3,0,1,0,0,0,1,0,1,1,3,7,8,7,6,7,9,6,7,6,6,9
1420,sekinlat,tezlat,ant,VERB,0.73,9.00,0,1,0,0,0,2,1,1,0,2,1,9,9,8,9,8,9,10,10,10,8,9
1421,unit,yodla,ant,VERB,1.00,8.27,0,1,0,0,2,2,2,1,0,2,1,10,8,7,7,8,9,9,9,9,6,9
1422,balandlat,pastlat,ant,VERB,0.55,7.91,0,0,0,0,1,1,1,0,0,2,1,9,7,7,9,8,9,6,10,7,7,8
1423,ochtir,berkit,ant,VERB,0.64,8.27,0,0,1,0,0,2,2,0,0,1,1,8,9,8,7,9,8,8,10,7,9,8
1424,sustlashtir,jadallashtir,ant,VERB,1.00,8.82,2,0,1,0,1,2,1,1,0,2,1,10,9,8,9,8,9,10,7,9,10,8
1425,chaqqonlash,sekinlash,ant,VERB,0.73,8.00,0,1,0,0,2,0,2,1,0,1,1,9,8,7,9,8,10,8,6,6,8,9
1426,yoptir,ochtir,ant,VERB,0.55,7.55,1,1,0,0,0,1,1,0,0,2,0,8,8,7,7,8,9,7,10,6,7,6
1427,ozaytir,ko'paytir,ant,VERB,0.73,8.91,2,1,0,0,0,2,0,1,0,1,1,9,9,8,9,9,10,9,10,8,8,9
1428,ozdir,semirtir,ant,VERB,0.73,8.09,0,0,1,0,0,1,2,1,0,2,1,9,8,7,7,8,9,10,6,9,8,8
1429,suyuqlantir,quyuqlantir,ant,VERB,1.00,8.64,2,1,1,0,2,1,2,1,0,0,1,10,9,8,8,8,9,9,10,8,7,9
1430,o'simlik,gul,hyp,NOUN,3.73,8.36,5,5,4,6,4,4,3,3,3,2,2,9,9,7,7,6,8,10,8,10,9,9
1431,qurilma,bino,hyp,NOUN,2.64,6.18,4,5,3,3,4,2,1,1,2,2,2,6,8,7,5,6,4,8,5,5,6,8
1432,lavozim,direktor,hyp,NOUN,2.73,6.09,2,3,3,4,3,2,3,3,1,1,5,5,7,7,6,6,7,5,7,4,5,8
1433,daraxt,qarag'ay,hyp,NOUN,4.18,7.45,6,2,5,4,6,5,3,4,4,5,2,9,7,9,7,7,8,6,9,5,7,8
1434,honadon,yotoqxona,hyp,NOUN,4.18,6.82,3,6,6,6,4,4,3,3,4,5,2,6,7,8,7,7,7,5,6,5,9,8
1435,ichimlik,suv,hyp,NOUN,4.55,8.82,7,4,5,4,3,3,3,4,6,5,6,8,10,9,8,8,8,8,9,9,10,10
1436,organizm,hujayra,hyp,NOUN,5.27,8.36,5,7,7,7,6,5,4,6,4,4,3,8,8,9,9,8,9,9,10,6,8,8
1437,kayfiyat,xomush,hyp,NOUN,2.82,7.36,2,3,4,5,3,3,2,2,2,2,3,9,8,7,7,9,6,8,6,7,7,7
1438,yoshlik,o'spirin,hyp,NOUN,7.00,7.91,7,8,7,7,9,6,6,6,7,8,6,8,10,8,8,8,8,8,9,8,6,6
1439,valyuta,so'm,hyp,NOUN,2.91,8.18,4,4,4,4,3,2,2,2,2,2,3,9,9,8,8,8,9,10,7,8,6,8
1440,libos,ko'ylak,hyp,NOUN,6.18,8.27,4,8,4,6,6,8,4,4,8,8,8,9,9,7,8,8,9,10,9,7,6,9
1441,sarmoya,pul,hyp,NOUN,4.09,7.27,6,5,5,3,6,3,3,3,2,6,3,9,7,8,5,9,9,5,8,6,8,6
1442,timsol,gerb,hyp,NOUN,6.00,7.73,4,6,6,6,8,6,6,6,6,8,4,6,9,7,8,8,9,8,8,7,9,6
1443,avtobus,mashina,hyp,NOUN,7.73,8.64,9,5,6,9,7,9,9,9,9,8,5,10,7,9,9,8,10,7,10,9,8,8
1444,asbob,kalit,hyp,NOUN,2.91,5.73,3,3,5,3,2,3,3,3,2,2,3,5,5,5,6,8,4,5,7,6,7,5
1445,to'qimachilik,sanoat,hyp,NOUN,3.18,7.64,4,3,5,4,2,5,2,2,2,2,4,9,8,8,7,6,6,10,6,6,10,8
1446,km,masofa,hyp,NOUN,3.09,7.09,4,3,3,2,4,4,2,2,3,3,4,8,7,6,8,8,9,7,6,5,8,6
1447,chorvachilik,xo'jalik,hyp,NOUN,4.27,7.55,2,4,6,3,3,6,3,5,4,5,6,5,9,6,7,8,9,8,8,7,8,8
1448,sayyora,yer,hyp,NOUN,4.55,7.91,5,6,5,6,5,6,4,4,4,3,2,7,7,7,8,9,10,6,9,8,7,9
1449,tomir,arteriya,hyp,NOUN,4.82,8.18,6,4,4,6,5,5,4,6,4,4,5,9,8,10,8,8,8,6,9,8,7,9
1450,yoqilg'i,neft,hyp,NOUN,4.82,8.00,5,6,5,5,3,4,6,6,4,3,6,9,7,8,8,9,8,8,10,9,6,6
1451,idish,tovoq,hyp,NOUN,7.09,8.64,6,7,7,8,7,5,6,9,9,7,7,9,8,8,9,9,8,7,10,10,9,8
1452,fasl,bahor,hyp,NOUN,4.45,7.00,6,5,5,4,5,5,4,3,3,3,6,9,6,8,8,7,6,6,6,6,6,9
1453,avtomashina,transport,hyp,NOUN,7.18,9.00,7,6,6,9,8,7,8,7,7,8,6,10,10,7,10,10,9,9,8,9,9,8
1454,voleybol,sport,hyp,NOUN,4.09,7.27,2,4,4,5,5,2,3,4,6,4,6,7,8,6,7,8,8,6,8,7,6,9
1455,jinoyatchilik,qotillik,hyp,NOUN,6.00,8.36,7,5,6,4,6,7,6,4,5,8,8,9,8,7,9,8,8,10,9,7,8,9
1456,opera,teatr,hyp,NOUN,3.91,8.45,3,4,5,3,3,4,2,2,5,6,6,10,7,9,9,9,8,9,10,6,8,8
1457,eksponat,qo'lyozma,hyp,NOUN,3.09,6.55,3,4,3,3,3,3,3,2,2,5,3,5,7,8,7,7,6,6,7,6,8,5
1458,ko'zgu,shisha,hyp,NOUN,4.09,7.00,3,4,4,3,6,2,4,3,4,6,6,7,8,8,7,8,5,5,9,6,8,6
1459,deraza,oyna,hyp,NOUN,6.09,8.73,7,4,5,8,4,8,7,7,7,4,6,10,9,8,9,8,10,10,10,7,7,8
1460,iymon,taqvo,hyp,NOUN,4.82,6.91,3,4,6,4,5,7,3,6,3,6,6,5,7,7,7,8,8,5,9,5,8,7
1461,trillion,son,hyp,NOUN,4.27,7.09,4,4,5,5,6,6,4,6,2,3,2,9,6,7,9,7,6,5,8,6,7,8
1462,qarorgoh,qasr,hyp,NOUN,3.82,7.27,4,5,6,6,5,4,2,2,2,2,4,8,9,7,8,7,8,7,9,7,5,5
1463,jonivor,ot,hyp,NOUN,3.82,7.18,4,5,4,5,4,4,3,3,4,2,4,9,7,6,8,6,9,6,8,5,8,7
1464,poyezd,transport,hyp,NOUN,4.45,9.00,5,4,5,5,5,3,4,3,6,6,3,8,10,9,8,9,10,8,10,9,9,9
1465,saraton,kasallik,hyp,NOUN,3.73,8.36,5,5,5,5,2,4,2,3,4,2,4,9,7,8,8,8,10,9,9,8,8,8
1466,sichqon,kemiruvchi,hyp,NOUN,6.64,8.45,4,8,6,8,6,7,5,8,6,8,7,9,9,8,8,9,9,8,9,9,6,9
1467,ramazon,oy,hyp,NOUN,4.27,7.18,5,5,4,4,6,4,3,3,4,6,3,8,7,8,8,8,8,5,7,5,6,9
1468,yong'oq,daraxt,hyp,NOUN,3.36,8.18,3,1,4,5,5,1,4,4,4,2,4,8,7,8,8,9,9,8,9,9,8,7
1469,astronomiya,fan,hyp,NOUN,3.18,8.09,3,4,5,4,2,1,5,4,4,2,1,8,10,8,8,8,8,7,9,6,8,9
1470,kulolchilik,hunar,hyp,NOUN,3.73,7.27,3,5,4,5,2,3,4,6,4,2,3,7,8,7,7,8,5,9,9,6,6,8
1471,po'lat,metal,hyp,NOUN,4.00,8.27,3,4,5,6,4,4,5,4,3,3,3,7,8,9,7,9,10,9,9,7,7,9
1472,guruch,don,hyp,NOUN,4.45,6.82,5,6,4,6,4,4,3,4,4,3,6,7,7,7,7,6,8,6,9,5,5,8
1473,gimnastikachi,sportchi,hyp,NOUN,4.55,8.27,4,5,3,5,4,6,5,5,4,6,3,8,8,9,8,9,10,8,9,6,8,8
1474,kunduzgi,vaqt,hyp,NOUN,3.82,6.91,4,5,6,3,5,2,3,3,4,3,4,9,7,9,6,8,7,6,7,5,6,6
1475,insho,matn,hyp,NOUN,3.55,6.64,2,3,4,3,4,5,2,5,4,4,3,6,8,6,7,6,7,7,7,5,6,8
1476,diabet,kasallik,hyp,NOUN,3.82,8.27,3,3,4,3,5,2,3,5,4,5,5,6,9,8,8,8,9,10,8,8,8,9
1477,kashtachilik,tikuvchilik,hyp,NOUN,5.36,8.00,4,6,6,6,6,7,3,5,4,6,6,9,9,8,9,8,9,6,9,6,7,8
1478,geologiya,fan,hyp,NOUN,4.09,8.18,2,4,4,4,6,4,2,4,4,5,6,8,7,7,8,8,8,10,8,8,9,9
1479,suyuqlik,shisha,hyp,NOUN,2.36,6.73,5,2,3,4,2,1,2,2,2,1,2,9,6,5,8,6,8,6,7,7,5,7
1480,pomidor,sabzovot,hyp,NOUN,4.27,7.55,5,6,5,4,2,2,4,5,4,6,4,8,6,8,8,8,9,6,9,7,8,6
1481,muovin,lavozim,hyp,NOUN,3.18,6.45,3,4,4,3,3,1,3,2,3,5,4,6,7,7,7,8,5,5,6,5,8,7
1482,musiqachi,san'atkor,hyp,NOUN,6.18,7.91,6,6,5,5,6,8,6,6,6,8,6,9,8,8,7,8,9,8,7,7,8,8
1483,sumalak,taom,hyp,NOUN,4.18,6.91,4,6,4,4,5,3,4,4,3,4,5,6,8,5,7,8,8,6,8,5,7,8
1484,qirg'iz,millat,hyp,NOUN,3.45,8.09,4,2,4,5,5,3,4,3,3,4,1,10,8,9,7,8,6,8,8,9,8,8
1485,buyrak,organizm,hyp,NOUN,4.18,6.45,2,6,4,5,4,5,4,3,4,5,4,5,9,5,8,6,8,6,7,5,6,6
1486,archa,daraxt,hyp,NOUN,4.64,7.36,3,5,4,5,6,6,4,4,4,4,6,6,8,7,7,8,8,8,8,5,7,9
1487,sezgi,hissiyot,hyp,NOUN,5.91,8.45,7,4,4,8,5,4,7,7,8,5,6,9,10,9,9,10,8,9,6,8,7,8
1488,qaynoq,xarorat,hyp,NOUN,3.82,7.36,5,2,4,3,4,3,5,4,3,3,6,8,6,7,8,8,7,7,9,6,7,8
1489,o'rik,meva,hyp,NOUN,4.18,8.00,4,4,4,5,5,5,5,4,4,2,4,7,9,8,8,9,7,8,9,6,9,8
1490,ozon,birikma,hyp,NOUN,3.36,6.27,3,4,3,4,5,4,5,2,3,2,2,6,7,8,5,7,7,7,5,5,6,6
1491,vena,tomir,hyp,NOUN,5.27,8.45,5,6,4,7,7,4,5,5,5,4,6,9,8,9,9,9,9,7,9,7,9,8
1492,shashka,o'yin,hyp,NOUN,3.00,7.09,3,5,5,3,3,2,2,3,2,4,1,5,8,7,6,6,8,8,7,7,8,8
1493,o'ymakorlik,naqqoshlik,hyp,NOUN,6.55,8.36,7,5,7,8,6,7,8,6,4,8,6,9,10,8,10,9,7,9,8,8,6,8
1494,sabzi,sabzovot,hyp,NOUN,3.00,8.27,3,2,4,5,2,1,2,4,4,3,3,7,6,8,9,8,9,10,8,8,9,9
1495,tushlik,ovqat,hyp,NOUN,4.73,7.27,4,7,4,5,6,6,5,4,4,3,4,6,8,7,7,8,8,8,9,6,6,7
1496,kislorod,element,hyp,NOUN,5.18,7.82,4,5,3,7,5,7,4,5,6,5,6,9,7,8,8,8,7,7,9,7,8,8
1497,santimetr,uzunlik,hyp,NOUN,4.73,7.91,6,4,5,5,6,6,3,6,3,5,3,8,8,6,8,9,6,10,9,7,8,8
1498,qaldirg'och,qush,hyp,NOUN,4.55,8.64,5,6,5,3,7,4,4,4,3,6,3,10,8,7,10,8,10,7,9,10,7,9
1499,ushshoq,hajm,hyp,NOUN,1.91,4.91,2,3,3,3,3,1,2,1,0,2,1,4,7,5,5,4,7,5,3,4,6,4
1500,gulzor,bog',hyp,NOUN,5.00,7.00,3,7,4,5,6,4,6,3,4,7,6,6,8,7,6,7,8,9,7,5,6,8
1501,bodring,sabzavot,hyp,NOUN,4.45,7.45,5,5,5,4,6,4,4,5,4,2,5,8,8,7,6,8,9,6,9,7,6,8
1502,zichlik,hajm,hyp,NOUN,3.18,6.64,5,5,3,3,5,3,3,1,1,5,1,9,6,7,7,7,7,5,8,5,7,5
1503,hasharot,chivin,hyp,NOUN,4.09,8.36,4,6,5,5,2,2,3,4,4,6,4,10,9,8,9,8,10,6,9,7,8,8
1504,atirgul,gul,hyp,NOUN,4.82,7.27,4,5,6,7,7,3,4,4,3,3,7,7,7,8,8,8,8,6,9,5,5,9
1505,rux,element,hyp,NOUN,4.00,8.09,4,5,6,6,3,2,4,5,4,2,3,7,7,9,9,8,7,9,9,8,9,7
1506,norin,taom,hyp,NOUN,4.18,6.36,5,6,5,6,3,5,5,3,2,2,4,9,8,7,6,5,5,5,6,6,5,8
1507,kamqonlik,kasalik,hyp,NOUN,3.36,7.82,3,5,3,5,4,2,3,4,3,2,3,7,9,8,8,8,10,6,9,6,8,7
1508,mudirlik,lavozim,hyp,NOUN,2.82,6.82,2,4,5,4,3,2,4,2,2,2,1,6,6,7,7,8,7,6,6,6,9,7
1509,benzin,yoqilg'i,hyp,NOUN,6.27,9.09,4,6,7,8,8,4,4,8,4,8,8,8,9,8,8,10,10,9,10,9,10,9
1510,maysa,o'simlik,hyp,NOUN,4.09,7.36,4,5,4,4,5,6,3,3,3,2,6,7,9,7,6,8,9,5,9,5,8,8
1511,kapalak,xasharot,hyp,NOUN,4.73,8.18,6,6,4,6,4,6,5,5,4,3,3,9,8,8,8,8,10,9,9,7,6,8
1512,lochin,qush,hyp,NOUN,4.36,8.18,2,6,5,6,4,6,3,5,3,6,2,8,9,7,7,8,9,8,9,8,8,9
1513,tarvuz,poliz,hyp,NOUN,3.91,7.55,5,6,3,5,2,4,3,2,4,3,6,9,8,7,7,9,9,6,7,6,6,9
1514,humo,qush,hyp,NOUN,4.73,8.18,6,3,3,4,6,6,3,5,4,7,5,9,9,7,9,8,9,6,9,9,7,8
1515,palov,taom,hyp,NOUN,4.82,7.73,4,6,6,5,6,4,3,4,3,6,6,7,8,7,8,8,10,6,9,6,7,9
1516,xurmo,meva,hyp,NOUN,4.18,8.00,3,5,4,5,4,3,4,4,4,4,6,7,8,8,7,9,9,10,8,6,8,8
1517,chinor,daraxt,hyp,NOUN,4.64,8.18,6,4,4,5,6,6,4,4,4,3,5,8,9,8,6,9,7,8,9,8,9,9
1518,zumrat,tosh,hyp,NOUN,3.64,6.18,3,4,4,5,3,6,4,3,2,2,4,5,8,5,6,6,6,7,7,5,7,6
1519,tenglama,masala,hyp,NOUN,5.36,7.45,5,7,4,5,6,7,5,3,4,7,6,7,9,7,7,8,9,8,6,5,8,8
1520,musodara,jazo,hyp,NOUN,1.64,4.64,2,3,3,2,1,3,2,1,0,0,1,4,6,5,4,3,5,4,5,4,5,6
1521,geometriya,matematika,hyp,NOUN,4.91,8.18,4,5,4,5,4,6,3,6,7,4,6,7,8,9,9,9,7,6,9,8,10,8
1522,vokal,san'at,hyp,NOUN,2.82,7.27,2,4,5,5,3,2,3,1,1,4,1,8,8,8,9,8,7,6,7,5,6,8
1523,shashmaqom,musiqa,hyp,NOUN,6.73,8.36,7,7,7,6,7,8,7,8,6,5,6,9,7,8,8,9,7,9,10,9,8,8
1524,uglevodorod,element,hyp,NOUN,4.64,7.36,4,5,5,6,6,4,5,6,5,2,3,8,8,7,7,7,9,8,9,6,6,6
1525,shaftoli,meva,hyp,NOUN,4.00,7.82,3,6,5,5,4,2,3,4,4,3,5,9,9,7,7,8,9,7,9,6,7,8
1526,grammatika,tilshunoslik,hyp,NOUN,6.27,8.55,8,4,4,7,8,6,7,7,6,6,6,10,8,9,8,9,9,9,9,7,8,8
1527,adras,mato,hyp,NOUN,4.36,7.91,3,6,5,3,5,2,6,6,6,3,3,7,8,9,7,9,8,8,10,8,7,6
1528,mikroorganizm,bakteriya,hyp,NOUN,5.82,8.55,7,8,5,5,5,8,4,5,4,8,5,9,10,8,6,9,9,8,10,10,7,8
1529,milodiy,davriy,hyp,NOUN,5.27,7.18,5,5,6,4,6,6,3,6,6,7,4,7,7,7,8,8,8,5,8,9,5,7
1530,gorizontal,yo'nalish,hyp,NOUN,2.82,5.91,4,2,3,3,3,2,3,2,1,5,3,6,6,7,7,5,8,5,6,4,6,5
1531,kungaboqar,novda,hyp,NOUN,3.55,6.45,3,3,4,4,4,4,4,1,5,5,2,7,8,7,6,6,8,7,4,6,7,5
1532,kulrang,rang,hyp,NOUN,3.45,8.27,3,6,3,3,5,5,3,4,2,2,2,8,9,8,7,10,9,10,7,6,8,9
1534,leytenant,unvon,hyp,NOUN,2.82,6.64,2,5,4,3,3,2,3,3,1,3,2,7,9,7,6,8,5,6,7,5,5,8
1535,gidroinshoot,to'gon,hyp,NOUN,6.00,9.00,6,6,5,5,6,8,6,8,5,7,4,10,10,9,9,8,9,10,10,8,8,8
1536,mayor,unvon,hyp,NOUN,2.27,6.82,2,5,3,3,2,2,2,2,1,2,1,6,9,7,7,8,9,5,6,5,5,8
1537,meteorologiya,fan,hyp,NOUN,4.09,7.91,4,4,4,6,5,5,5,4,4,2,2,9,7,8,9,9,8,9,7,6,8,7
1538,o'g'rilik,jinoyat,hyp,NOUN,6.36,8.64,6,6,5,5,6,8,5,8,6,8,7,9,8,8,9,10,9,8,7,9,9,9
1539,gilos,ra'noguldosh,hyp,NOUN,4.27,7.55,4,4,4,4,6,2,6,3,3,5,6,7,9,6,8,9,8,8,6,7,7,8
1540,burgut,qush,hyp,NOUN,4.91,7.36,6,5,4,6,5,6,3,4,4,5,6,8,7,7,7,9,9,5,8,6,7,8
1541,vulqon,tabiiy hodisa,hyp,NOUN,4.27,6.64,6,6,6,4,5,6,3,2,3,3,3,7,7,8,7,9,7,5,6,5,6,6
1542,maxzun,kayfiyat,hyp,NOUN,2.91,7.18,2,4,4,3,4,4,2,2,1,2,4,6,8,7,7,8,9,8,5,5,8,8
1543,toshbaqa,sudraluvchi,hyp,NOUN,3.91,8.00,5,2,4,6,2,2,4,2,4,6,6,9,10,9,7,8,10,6,6,7,8,8
1544,musbat,son,hyp,NOUN,2.64,6.82,2,3,3,5,3,1,3,3,3,2,1,7,7,6,8,6,9,7,7,5,6,7
1545,shag'al,qum,hyp,NOUN,4.27,7.91,4,2,6,2,6,6,5,3,4,5,4,8,8,8,6,8,9,8,8,7,9,8
1546,kalamush,sichqon,hyp,NOUN,6.45,8.45,6,5,7,6,7,7,8,4,6,8,7,9,9,8,8,8,9,10,9,7,7,9
1547,chayon,o'rgimchak,hyp,NOUN,4.09,7.36,6,6,5,6,5,5,3,2,3,2,2,9,9,7,9,6,9,5,7,5,8,7
1548,bosqinchilik,jinoyat,hyp,NOUN,5.91,8.18,5,5,7,7,4,7,5,5,4,8,8,8,9,8,8,9,9,8,9,7,7,8
1549,kotiba,lavozim,hyp,NOUN,2.73,7.00,2,5,3,3,2,1,2,2,1,4,5,6,7,7,7,8,8,8,6,5,7,8
1550,oqqush,qush,hyp,NOUN,4.00,7.55,4,5,5,6,6,2,4,3,4,3,2,6,9,8,8,8,9,6,8,6,6,9
1551,tavrot,injil,hyp,NOUN,6.55,8.27,6,7,7,6,6,8,7,4,6,8,7,9,10,8,8,6,8,8,9,9,8,8
1552,loviya,dukkakli o'simlik,hyp,NOUN,4.91,8.27,4,4,4,7,6,5,4,4,4,7,5,8,10,9,7,8,7,7,9,9,8,9
1553,anjir,meva,hyp,NOUN,5.18,8.36,6,5,4,5,6,4,6,5,4,7,5,10,8,8,7,9,10,10,9,6,8,7
1554,volida,oila,hyp,NOUN,2.73,7.00,2,3,3,4,3,4,2,2,1,2,4,5,9,9,7,8,7,7,6,5,5,9
1555,tuvak,idish,hyp,NOUN,4.55,7.36,4,6,5,4,5,6,3,4,4,6,3,9,9,7,6,6,7,7,7,5,9,9
